Series Name,Series Code,Country,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Bulgaria,BGR,..,..,4.48,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Burkina Faso,BFA,..,..,1.29,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Burundi,BDI,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Cabo Verde,CPV,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Cambodia,KHM,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Cameroon,CMR,..,..,4.55,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Canada,CAN,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Central African Republic,CAF,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Chad,TCD,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Chile,CHL,..,..,..,4.72,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,China,CHN,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Colombia,COL,..,..,..,-0.54,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Comoros,COM,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,"Congo, Dem. Rep.",COD,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,"Congo, Rep.",COG,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Costa Rica,CRI,..,..,..,1.71,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Cote d'Ivoire,CIV,..,..,..,-0.34,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Croatia,HRV,..,..,-2.54,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Cyprus,CYP,..,..,-1.21,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Czech Republic,CZE,..,..,0,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Denmark,DNK,..,..,2.78,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Djibouti,DJI,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Dominican Republic,DOM,..,..,..,1.75,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,East Asia & Pacific,EAS,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Ecuador,ECU,..,..,..,1.33,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,"Egypt, Arab Rep.",EGY,-1.58,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,El Salvador,SLV,..,..,..,1.62,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Equatorial Guinea,GNQ,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Eritrea,ERI,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Estonia,EST,..,..,5.46,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Ethiopia,ETH,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Europe & Central Asia,ECS,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Fiji,FJI,..,-3.02,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Finland,FIN,..,..,-0.24,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Fragile and conflict affected situations,FCS,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,France,FRA,..,..,0.01,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Gabon,GAB,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,"Gambia, The",GMB,..,..,..,-1.04,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Georgia,GEO,..,..,..,..,3.48
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Germany,DEU,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Ghana,GHA,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Greece,GRC,..,..,-9.83,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Guatemala,GTM,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Guinea,GIN,3.05,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Guinea-Bissau,GNB,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Guyana,GUY,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Haiti,HTI,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Honduras,HND,..,..,..,-5.72,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Hungary,HUN,..,..,3.92,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Iceland,ISL,..,..,-4.05,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,IDA countries classified as fragile situations,DFS,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,IDA total,IDA,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,India,IND,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Indonesia,IDN,..,..,3.05,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,"Iran, Islamic Rep.",IRN,..,..,-2.2,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Iraq,IRQ,1.17,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Ireland,IRL,..,..,-0.75,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Israel,ISR,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Italy,ITA,..,..,-1.63,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Jamaica,JAM,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Japan,JPN,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Jordan,JOR,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Kazakhstan,KAZ,..,..,..,-1.37,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Kenya,KEN,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Kiribati,KIR,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,"Korea, Rep.",KOR,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Kosovo,XKX,..,..,..,-1.65,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Kyrgyz Republic,KGZ,..,..,..,-3.82,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Lao PDR,LAO,2.59,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Latin America & Caribbean,LCN,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Latvia,LVA,..,..,3.58,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Lebanon,LBN,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Lesotho,LSO,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Liberia,LBR,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Lithuania,LTU,..,..,4.85,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Low & middle income,LMY,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Low income,LIC,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Lower middle income,LMC,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Luxembourg,LUX,..,..,-0.22,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,"Macedonia, FYR",MKD,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Madagascar,MDG,-2.53,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Malawi,MWI,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Malaysia,MYS,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Maldives,MDV,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Mali,MLI,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Malta,MLT,..,..,3.19,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Mauritania,MRT,..,..,0.57,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Mauritius,MUS,1.05,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Mexico,MEX,..,..,2.62,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Middle East & North Africa,MEA,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Middle income,MIC,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Moldova,MDA,..,..,..,-0.92,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Mongolia,MNG,..,..,6.79,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Montenegro,MNE,..,..,-1.51,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Morocco,MAR,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Mozambique,MOZ,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Myanmar,MMR,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Namibia,NAM,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Nepal,NPL,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Netherlands,NLD,..,..,-0.04,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Nicaragua,NIC,..,..,8.18,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Niger,NER,..,..,2.54,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Nigeria,NGA,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Norway,NOR,..,..,3.11,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Pakistan,PAK,..,1.76,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Palau,PLW,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Panama,PAN,..,..,..,4.5,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Papua New Guinea,PNG,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Paraguay,PRY,..,..,..,4.86,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Peru,PER,..,..,1.3,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Philippines,PHL,..,..,..,0.7,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Poland,POL,..,..,0.93,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Portugal,PRT,..,..,-2.13,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Romania,ROU,..,..,2,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Russian Federation,RUS,..,..,..,-0.12,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Rwanda,RWA,..,-1.45,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Samoa,WSM,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Sao Tome and Principe,STP,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Senegal,SEN,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Serbia,SRB,..,..,-2.45,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Seychelles,SYC,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Sierra Leone,SLE,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Slovak Republic,SVK,..,..,-1.94,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Slovenia,SVN,..,..,-0.09,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Solomon Islands,SLB,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,South Africa,ZAF,..,..,-1.68,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,South Asia,SAS,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,South Sudan,SSD,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Spain,ESP,..,..,-3.17,..,..
"Annualized growth in per capita real survey mean consumption or income, top 10% (%)",SI.SPR.PT10.ZG,Sri Lanka,LKA,6.4,..,..,..,..
